title,author,price,pages,avg_reviews,n_reviews,star5,star4,star3,star2,star1,publisher,media_avaliacao
Tree-Based Methods for Statistical Learning in R: A Practical Introduction with Applications in R (Chapman & Hall/CRC Data Science Series),,86.32,388,,0,0,0,0,0,0,Chapman and Hall/CRC,0
The Pragmatic Programmer: Your Journey To Mastery 20th Anniversary Edition (2nd Edition),"[David Thomas,Andrew Hunt]",30.26,352,4.8,2026,0.85,0.11,0.02,0.01,0,Addison-Wesley Professional,0.318
Python Machine Learning Workbook for Beginners: 10 Machine Learning Projects Explained from Scratch,,19.99,282,4.6,23,0.73,0.14,0.14,0,0,AI Publishing LLC (December 14 2020),0.308666666666667
Data Science and Machine Learning Interview Questions Using R: Crack the Data Scientist and Machine Learning Engineers Interviews with Ease (English Edition),[Vishwanathan Narayanan],19.95,130,4.3,7,0.53,0.29,0.18,0,0,BPB Publications (June 23 2020),0.29
Automated Machine Learning on AWS: Fast-track the development of your production-ready machine learning applications the AWS way,"[Trenton Potgieter,Jonathan Dahlberg]",44.99,420,4.8,8,0.82,0.18,0,0,0,Packt Publishing (April 15 2022),0.321333333333333
Quantum Machine Learning with Python: Using Cirq from Google Research and IBM Qiskit,[Santanu Pattanayak],28.98,384,3.9,14,0.53,0.16,0.15,0.16,0,Apress,0.270666666666667
TensorFlow Machine Learning Projects: Build 13 real-world projects with advanced numerical computations using the Python ecosystem,"[Ankit Jain,Armando Fandango et al.]",36.99,322,4,22,0.56,0.13,0.13,0.08,0.09,Packt Publishing (November 30 2018),0.264
Applied Machine Learning and AI for Engineers: Solve Business Problems That Cant Be Solved Algorithmically,[Jeff Prosise],64.36,375,,0,0,0,0,0,0,OReilly Media,0
An Introduction to Machine Learning,[Miroslav Kubat],56.99,476,,0,0,0,0,0,0,Springer,0
Linear Algebra and Learning from Data,[Gilbert Strang],82.47,446,4.6,208,0.82,0.1,0.01,0.02,0.05,Wellesley-Cambridge Press,0.308
Feature Engineering for Machine Learning: Principles and Techniques for Data Scientists,"[Alice Zheng,Amanda Casari]",42.49,218,4.5,65,0.65,0.21,0.1,0.04,0,OReilly Media,0.298
Fundamentals of Machine Learning for Predictive Data Analytics: Algorithms Worked Examples and Case Studies (The MIT Press),"[John D. Kelleher,Brian Mac Namee et al.]",59.94,624,4.6,97,0.79,0.15,0.01,0.03,0.03,The MIT Press,0.311333333333333
Feature Engineering Bookcamp,[Sinan Ozdemir],49.99,272,,0,0,0,0,0,0,Manning (October 4 2022),0
Build Your Own AI Investor: Third Edition (AI Investor Series),[Dr. Damon Lee],52.99,318,4.2,3,0.62,0.38,0,0,0,www.valueinvestingai.com (June 9 2022),0.308
Text Data Mining,"[Chengqing Zong,Rui Xia et al.]",29.31,372,5,1,1,0,0,0,0,Springer,0.333333333333333
Mathematics for Machine Technology,"[John C. Peterson,Robert D. Smith]",125.99,608,4.6,156,0.76,0.13,0.08,0.01,0.02,Cengage Learning,0.306666666666667
Distributed Machine Learning Patterns,[Yuan Tang],59.99,375,,0,0,0,0,0,0,Manning (February 28 2023),0
Machine Learning and Security: Protecting Systems with Data and Algorithms,"[Clarence Chio,David Freeman]",44.49,383,4.5,44,0.72,0.1,0.18,0,0,OReilly Media,0.302666666666667
Machine Learning for Beginners: Learn to Build Machine Learning Systems Using Python (English Edition),[Harsh Bhasin],16.23,262,3.9,33,0.52,0.18,0.07,0.13,0.1,BPB Publications (August 21 2020),0.259333333333333
Python for Data Science: 2 Books in 1. A Practical Beginnerâ€™s Guide to learn Python Programming introducing into Data Analytics Machine learning Web Development with Hands-on Projects,[ERICK THOMPSON],24.99,265,3.5,18,0.6,0.08,0.33,0,0,Independently published (October 27 2020),0.287333333333333
The Machine Learning Workshop: Get ready to develop your own high-performance machine learning algorithms with scikit-learn 2nd Edition,[Hyatt Saleh],36.99,286,4.6,11,0.75,0.11,0.14,0,0,Packt Publishing (July 22 2020),0.307333333333333
Bayesian Reasoning and Machine Learning,[David Barber],81.99,735,4.2,83,0.66,0.14,0.07,0.06,0.07,Cambridge University Press,0.284
Bayesian Optimization,[Roman Garnett],44.99,150,,0,0,0,0,0,0,Cambridge University Press (April 30 2023),0
Introduction To Machine Learning In Quantitative Finance An (Advanced Textbooks In Mathematics),"[Hao Ni,Xin Dong et al.]",38.99,262,3.6,4,0.45,0.28,0.27,0,0,WSPC (EUROPE) (April 9 2021),0.278666666666667
Data Mining and Machine Learning: Fundamental Concepts and Algorithms,"[Mohammed J. Zaki,Wagner Meira Jr]",55.24,776,4.7,17,0.77,0.14,0.09,0,0,Cambridge University Press,0.312
Artificial Intelligence and Machine Learning for Business: A No-Nonsense Guide to Data Driven Technologies,[Steven Finlay],19.99,236,4.4,11,0.51,0.37,0.12,0,0,Relativistic (May 27 2021),0.292666666666667
Practical Machine Learning with Spark: Uncover Apache Sparkâ€™s Scalable Performance with High-Quality Algorithms Across NLP Computer Vision and ML(English Edition),"[Gourav Gupta,Dr. Manish Gupta et al.]",29.95,498,,0,0,0,0,0,0,BPB Publications (April 28 2022),0
Machine Learning in Business: An Introduction to the World of Data Science,[John C Hull],39,287,4.9,23,0.85,0.15,0,0,0,Independently published (May 26 2021),0.323333333333333
A First Course in Machine Learning (Chapman & Hall/CRC Machine Learning & Pattern Recognition),"[Simon Rogers,Mark Girolami]",43.96,428,4.4,34,0.69,0.15,0.04,0.04,0.07,Chapman and Hall/CRC,0.288
Statistics Data Mining and Machine Learning in Astronomy: A Practical Python Guide for the Analysis of Survey Data Updated Edition (Princeton Series in Modern Observational Astronomy 13),"[Å½eljko IveziÄ‡,Andrew J. Connolly et al.]",78.8,560,4.9,16,0.91,0.09,0,0,0,Princeton University Press,0.327333333333333
Google BigQuery: The Definitive Guide: Data Warehousing Analytics and Machine Learning at Scale,"[Valliappa Lakshmanan,Jordan Tigani]",29.99,522,4.5,93,0.67,0.22,0.06,0.02,0.02,OReilly Media,0.298
Machine Learning: An Algorithmic Perspective (Chapman & Hall/CRC Machine Learning & Pattern Recognition),,78.96,458,4.2,74,0.59,0.22,0.09,0.04,0.07,Chapman and Hall/CRC,0.283333333333333
SQL FOR BEGINNERS: THE FUNDAMENTAL LANGUAGE FOR DATA SCIENCE TO MASTERING DATABASES. AN ESSENTIAL GUIDE YOU CANâ€™T MISS TO LEARN SQL IN 7 DAYS OR LESS WITH HANDS-ON PROJECTS.,[ERICK THOMPSON],13.99,155,3.9,19,0.39,0.3,0.16,0.07,0.08,Independently published (September 18 2020),0.256666666666667
Introduction to Data Mining and Analytics,[Kris Jamsa],67.65,668,4.6,14,0.75,0.1,0.16,0,0,Jones & Bartlett Learning (February 17 2020),0.308666666666667
Machine Learning for Hackers: Case Studies and Algorithms to Get You Started,"[Drew Conway,John Myles White]",49.99,324,3.7,53,0.46,0.17,0.12,0.15,0.1,OReilly,0.249333333333333
Automated Machine Learning in Action,"[Qingquan Song,Haifeng Jin et al.]",44.99,336,4.5,2,0.5,0.5,0,0,0,Manning (June 7 2022),0.3
A Primer on Machine Learning in Subsurface Geosciences (SpringerBriefs in Petroleum Geoscience & Engineering),,72,192,5,2,1,0,0,0,0,Springer,0.333333333333333
Machine Learning Refined: Foundations Algorithms and Applications,"[Jeremy Watt,Reza Borhani et al.]",60.61,594,3.9,37,0.6,0.12,0.06,0.07,0.15,Cambridge University Press,0.263333333333333
Programming for Data Science: 4 Books in 1. The Complete Beginners Guide you Canâ€™t Miss to Master the Era of the Data Economy using Python Java SQL Coding,[ERICK THOMPSON],33.99,610,4,25,0.5,0.25,0.06,0.09,0.1,Independently published (October 28 2020),0.264
Hands-On Unsupervised Learning Using Python: How to Build Applied Machine Learning Solutions from Unlabeled Data,[Ankur A. Patel],35.5,362,4.1,81,0.66,0.07,0.11,0.03,0.13,OReilly Media,0.273333333333333
Reliable Machine Learning: Applying SRE Principles to ML in Production,"[Cathy Chen,Niall Murphy et al.]",61.99,350,,0,0,0,0,0,0,OReilly Media,0
Building Machine Learning Powered Applications: Going from Idea to Product,[Emmanuel Ameisen],36.74,260,4.4,116,0.69,0.12,0.1,0.05,0.03,OReilly Media,0.290666666666667
Machine Learning,[Peter Flach],53.99,416,4.2,77,0.58,0.21,0.08,0.08,0.06,Cambridge University Press,0.28
Exploring GPT-3: An unofficial first look at the general-purpose language processing API from OpenAI,"[Steve Tingiris,Bret Kinsella]",49.99,296,4.4,19,0.7,0.11,0.1,0.09,0,Packt Publishing (August 27 2021),0.294666666666667
Math for Programmers: 3D graphics machine learning and simulations with Python,[Paul Orland],40.84,688,4.5,55,0.72,0.13,0.09,0.03,0.03,Manning,0.298666666666667
Hands-On Julia Programming: An Authoritative Guide to the Production-Ready Systems in Julia (English Edition),[Sambit Kumar Dash],29.95,388,3.3,5,0.36,0.21,0.22,0.21,0,BPB Publications (October 21 2021),0.248
Data Mining: Practical Machine Learning Tools and Techniques (Morgan Kaufmann Series in Data Management Systems),,51.57,654,4.2,109,0.58,0.24,0.08,0.02,0.08,Morgan Kaufmann,0.281333333333333
Machine Learning for Financial Risk Management with Python: Algorithms for Modeling Risk,[Abdullah Karasan],49.99,334,3.8,8,0.58,0.26,0.16,0,0,OReilly Media,0.294666666666667
System Design Interview â€“ An insiders guide,[Alex Xu],37.99,320,4.6,1957,0.72,0.18,0.06,0.02,0.02,Independently published (June 12 2020),0.304
Linear Algebra and Optimization for Machine Learning: A Textbook,[Charu C. Aggarwal],47.27,516,4.6,85,0.74,0.17,0.07,0.01,0.02,Springer,0.308666666666667
Data Algorithms with Spark: Recipes and Design Patterns for Scaling Up using PySpark,[Mahmoud Parsian],45.56,435,5,6,1,0,0,0,0,OReilly Media,0.333333333333333
Graph Machine Learning: Take graph data to the next level applying machine learning techniques and algorithms,"[Claudio Stamile,Aldo Marzullo et al.]",46.99,338,4,54,0.52,0.25,0.08,0.03,0.11,Packt Publishing (June 25 2021),0.267333333333333
Machine Learning Pocket Reference: Working with Structured Data in Python,[Matt Harrison],20.99,320,4.6,144,0.73,0.17,0.05,0.02,0.03,OReilly Media,0.303333333333333
Distributed Machine Learning with Python: Accelerating model training and serving with distributed systems,[Guanhua Wang],46.99,284,4,11,0.76,0.24,0,0,0,Packt Publishing (April 29 2022),0.317333333333333
Machine Learning Engineering with Python: Manage the production life cycle of machine learning models using MLOps with practical examples,[Andrew P. McMahon],39.99,276,4.5,18,0.62,0.23,0.15,0,0,Packt Publishing (November 5 2021),0.298
Practical Robotics in C++: Build and Program Real Autonomous Robots Using Raspberry Pi (English Edition),[Lloyd Brombach],29.95,506,4.5,52,0.79,0.06,0.09,0.03,0.03,BPB Publications (January 29 2021),0.303333333333333
Python Programming: 3 Books in 1: The Complete Beginnerâ€™s Guide to Learning the Most Popular Programming Language,[Dylan Penny],23.99,330,4.1,45,0.62,0.18,0.05,0.03,0.12,Independently published (January 22 2021),0.276666666666667
Serverless Architectures on AWS Second Edition,"[Peter Sbarski,Yan Cui et al.]",34.99,256,4.3,14,0.55,0.35,0.1,0,0,Manning,0.296666666666667
Automated Machine Learning with Microsoft Azure: Build highly accurate and scalable end-to-end AI solutions with Azure AutoML,[Dennis Michael Sawyers],46.99,340,4.6,26,0.72,0.19,0.1,0,0,Packt Publishing (April 23 2021),0.310666666666667
Machine Learning for Computer Scientists and Data Analysts: From an Applied Perspective,"[Setareh Rafatirad,Houman Homayoun et al.]",121,473,,0,0,0,0,0,0,Springer,0
Interpretable AI: Building explainable machine learning systems,[Ajay Thampi],59.99,328,4.5,2,0.49,0.51,0,0,0,Manning (July 5 2022),0.299333333333333
Machine Learning with Dynamics 365 and Power Platform: The Ultimate Guide to Apply Predictive Analytics,"[Aurelien Clere,Vinnie Bansal et al.]",37.51,240,3.3,5,0.58,0.42,0,0,0,Wiley,0.305333333333333
Machine Learning with TensorFlow Second Edition,[Mattmann A. Chris],46.61,456,4.2,15,0.57,0.24,0.06,0.08,0.06,Manning,0.280666666666667
Machine Learning: Architecture in the age of Artificial Intelligence,[Phil Bernstein],46.95,200,4.7,4,0.7,0.3,0,0,0,RIBA Publishing,0.313333333333333
Machine Learning: An Applied Mathematics Introduction,[Paul Wilmott],19.99,242,4.5,188,0.71,0.14,0.08,0.04,0.02,Panda Ohana Publishing,0.296666666666667
Practical MLOps: Operationalizing Machine Learning Models,"[Noah Gift,Alfredo Deza]",45.18,458,3.9,30,0.56,0.15,0.09,0.05,0.16,OReilly Media,0.262
An Introduction to Statistical Learning: with Applications in R (Springer Texts in Statistics),,72.02,622,4.6,143,0.83,0.07,0.04,0.01,0.05,Springer,0.308
Python Machine Learning Example: Build intelligent systems using Python TensorFlow 2 PyTorch and scikit-learn 3rd Edition,[Yuxi (Hayden) Liu],34.99,526,4.5,65,0.75,0.15,0.04,0.06,0,Packt Publishing,0.306
The Elements of Statistical Learning: Data Mining Inference and Prediction Second Edition (Springer Series in Statistics),,61.93,767,4.6,1016,0.82,0.07,0.04,0.03,0.04,Springer,0.306666666666667
PYTHON CRASH COURSE: A PRACTICAL BEGINNERS GUIDE TO LEARN PYTHON IN 7 DAYS OR LESS INTRODUCING YOU INTO THE WORLD OF DATA SCIENCE ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING WITH HANDS-ON PROJECT,[ERICK THOMPSON],14.99,145,3.8,12,0.6,0.13,0.27,0,0,Independently published (September 18 2020),0.288666666666667
Artificial Intelligence: A Textbook,[Charu C. Aggarwal],53.54,503,4.1,5,0.78,0.22,0,0,0,Springer,0.318666666666667
Advanced Statistics for Health Research,"[Richard J. Butler,Matthew J. Butler et al.]",108,300,,0,0,0,0,0,0,World Scientific Pub Co Inc (April 17 2023),0
Patterns Predictions and Actions: Foundations of Machine Learning,"[Moritz Hardt,Benjamin Recht]",49.99,320,,0,0,0,0,0,0,Princeton University Press (October 18 2022),0
Python Feature Engineering Cookbook: Over 70 recipes for creating engineering and transforming features to build machine learning models,[Soledad Galli],39.99,372,4,30,0.61,0.1,0.06,0.12,0.11,Packt Publishing (January 22 2020),0.265333333333333
Machine Learning: Master Supervised and Unsupervised Learning Algorithms with Real Examples (English Edition),"[Dr Ruchi Doshi,Dr Kamal Kant Hiran et al.]",19.95,294,3.8,4,0.69,0.31,0,0,0,BPB Publications (September 17 2021),0.312666666666667
Text as Data: A New Framework for Machine Learning and the Social Sciences,"[Justin Grimmer,Margaret E. Roberts et al.]",35.99,360,4.8,15,0.78,0.22,0,0,0,Princeton University Press (March 29 2022),0.318666666666667
Machine Learning from Weak Supervision: An Empirical Risk Minimization Approach (Adaptive Computation and Machine Learning series),"[Masashi Sugiyama,Han Bao et al.]",65,320,,0,0,0,0,0,0,The MIT Press (August 23 2022),0
Introduction to Machine Learning fourth edition (Adaptive Computation and Machine Learning series),,57.99,712,4.7,62,0.84,0.1,0.01,0.04,0,The MIT Press,0.314
Quantum Computing for Programmers,[Robert Hundt],45.3,350,4.3,3,0.64,0.36,0,0,0,Cambridge University Press,0.309333333333333
Computer Programming for Beginners: Fundamentals of Programming Terms and Concepts,[Nathan Clark],18.99,201,4.4,370,0.63,0.17,0.13,0.03,0.03,CreateSpace Independent Publishing Platform (May 21 2018),0.287333333333333
Practical Simulations for Machine Learning: Using Synthetic Data for AI,"[Paris Buttfield-Addison,Mars Buttfield-Addison et al.]",46.49,331,5,1,1,0,0,0,0,OReilly Media,0.333333333333333
Machine Learning: A First Course for Engineers and Scientists,"[Andreas Lindholm,Niklas WahlstrÃ¶m et al.]",69.99,350,5,1,1,0,0,0,0,Cambridge University Press,0.333333333333333
Beyond the Basic Stuff with Python: Best Practices for Writing Clean Code,[Al Sweigart],30.22,384,4.7,236,0.8,0.15,0.04,0.01,0,No Starch Press (December 16 2020),0.316
Fluent Python: Clear Concise and Effective Programming,[Luciano Ramalho],50.99,1012,4.7,118,0.85,0.07,0.03,0.02,0.02,OReilly Media,0.312
Python Distilled (Developers Library),[David Beazley],46.82,352,4.6,91,0.76,0.12,0.08,0.01,0.03,Pearson,0.304666666666667
Python and Algorithmic Thinking for the Complete Beginner (2nd Edition): Learn to Think Like a Programmer,[Aristides S Bouras],48.98,688,4.5,91,0.72,0.16,0.06,0.02,0.05,Independently published (June 16 2019),0.300666666666667
Python Basics: A Practical Introduction to Python 3,"[David Amos,Dan Bader et al.]",37.99,635,4.7,476,0.78,0.14,0.04,0.02,0.01,Real Python (realpython.com) (March 16 2021),0.308666666666667
Mathematical Logic through Python,[Gonczarowski Yannai A.],29.99,284,5,1,1,0,0,0,0,Cambridge University Press,0.333333333333333
Python Programming: An Introduction to Computer Science 3rd Ed.,[John Zelle],42.75,552,4.6,376,0.77,0.12,0.06,0.02,0.03,Franklin Beedle & Associates,0.305333333333333
Python Object-Oriented Programming: Build robust and maintainable object-oriented Python applications and libraries 4th Edition,"[Steven F. Lott,Dusty Phillips]",38.24,714,4.3,62,0.58,0.19,0.17,0.03,0.02,Packt Publishing,0.283333333333333
Think Python: How to Think Like a Computer Scientist,,28.99,289,4.6,486,0.77,0.13,0.08,0.01,0.01,OReilly Media,0.309333333333333
Learn Python Programming: An in-depth introduction to the fundamentals of Python 3rd Edition,"[Fabrizio Romano,Heinrich Kruger]",37.11,552,4.2,34,0.52,0.27,0.12,0.05,0.05,Packt Publishing,0.279333333333333
Mastering Financial Pattern Recognition: Finding and Back-Testing Candlestick Patterns with Python,[Sofien Kaabar],64.32,300,,0,0,0,0,0,0,OReilly Media,0
Robust Python: Write Clean and Maintainable Code,[Patrick Viafore],32.99,380,4.5,53,0.75,0.13,0.06,0.02,0.04,OReilly Media,0.302
Django 4 Example: Build powerful and reliable Python web applications from scratch 4th Edition,"[Antonio Mele,Bob Belderbos]",47.18,764,5,6,1,0,0,0,0,Packt Publishing,0.333333333333333
Python GUI Programming with Tkinter: Design and build functional and user-friendly GUI applications 2nd Edition,[Alan D. Moore],39.99,664,4.4,47,0.67,0.1,0.15,0.08,0,Packt Publishing,0.290666666666667
Learn Python 3 the Hard Way: A Very Simple Introduction to the Terrifyingly Beautiful World of Computers and Code (Zed Shaws Hard Way Series),,31.99,320,4.4,904,0.7,0.16,0.07,0.03,0.04,Addison-Wesley Professional,0.296666666666667
Python in a Nutshell: A Desktop Quick Reference,"[Alex Martelli,Anna Ravenscroft et al.]",79.99,600,,0,0,0,0,0,0,OReilly Media,0
Teach Yourself VISUALLY Python (Teach Yourself VISUALLY (Tech)),"[Ted Hart-Davis,Guy Hart-Davis]",30,304,,0,0,0,0,0,0,Wiley,0
Advanced Python Scripting for ArcGIS Pro,[Paul A. Zandbergen],40.99,290,4.4,41,0.7,0.13,0.1,0.06,0,Esri Press,0.296
Infrastructure as Code Patterns and Practices: With examples in Python and Terraform,[Rosemary Wang],56.99,400,4.8,5,0.75,0.25,0,0,0,Manning (August 30 2022),0.316666666666667
Effective Python: 90 Specific Ways to Write Better Python (Effective Software Development Series),,40.86,480,4.7,344,0.82,0.12,0.04,0.02,0.01,Addison-Wesley Professional,0.316666666666667
Architecture Patterns with Python: Enabling Test-Driven Development Domain-Driven Design and Event-Driven Microservices,"[Harry Percival,Bob Gregory]",44.37,304,4.6,359,0.75,0.15,0.06,0.02,0.02,OReilly Media,0.306
Computational Cell Physiology: With Examples In Python,[Stephen M Baylor],39,518,5,8,1,0,0,0,0,Independently published (January 16 2020),0.333333333333333
The Book of Dash: Build Dashboards with Python and Plotly,"[Adam Schroeder,Christian Mayer et al.]",34.99,224,,0,0,0,0,0,0,No Starch Press (October 25 2022),0
Python for Programmers: with Big Data and Artificial Intelligence Case Studies,,37.41,640,4.4,110,0.7,0.14,0.08,0.02,0.05,Pearson (March 22 2019),0.292666666666667
Mastering Python: Write powerful and efficient code using the full range of Pythons capabilities 2nd Edition,[Rick van Hattem],42.74,710,4.7,33,0.71,0.29,0,0,0,Packt Publishing,0.314
Murachs Python Programming,"[Michael Urban,Joel Murach et al.]",34.3,590,4.5,211,0.72,0.16,0.08,0.01,0.03,Mike Murach & Associates (December 13 2016),0.302
El lenguaje de programaciÃ³n Python de principio a fin (Spanish Edition),[Angel Pablo Hinojosa GutiÃ©rrez],18.83,734,5,1,1,0,0,0,0,Independently published (July 13 2022),0.333333333333333
Building Versatile Mobile Apps with Python and REST: RESTful Web Services with Django and React,[Art Yudin],39.99,364,4,10,0.56,0.26,0.18,0,0,Apress,0.292
Kalman Filter Made Easy: A Beginners Guide to the Kalman Filter and Extended Kalman Filter with Real Life Examples Supported Python Source Code,[William Franklin],29.99,91,3.5,3,0.62,0.38,0,0,0,Independently published (August 12 2022),0.308
Scaling Python with Ray: Adventures in Cloud and Serverless Patterns,"[Holden Karau,Boris Lublinsky]",56.26,250,,0,0,0,0,0,0,OReilly Media,0
Data Visualization with Python and JavaScript: Scrape Clean Explore and Transform Your Data,[Kyran Dale],56.26,550,,0,0,0,0,0,0,OReilly Media,0
The Well-Grounded Python Developer,[Doug Farrell],49.99,375,,0,0,0,0,0,0,Manning (December 27 2022),0
Algorithmic Short Selling with Python: Refine your algorithmic trading edge consistently generate investment ideas and build a robust long/short product,"[Laurent Bernut,Michael Covel]",49.39,376,4.9,34,0.89,0.11,0,0,0,Packt Publishing (September 30 2021),0.326
Publishing Python Packages: Test share and automate your projects,[Dane Hillard],49.99,245,,0,0,0,0,0,0,Manning (December 20 2022),0
Create GUI Applications with Python & Qt6 (PyQt6 Edition): The hands-on guide to making apps with Python,,39,,4,2,0.5,0.5,0,0,0,Independently published (May 19 2022),0.3
Mastering Object-Oriented Python: Build powerful applications with reusable code using OOP design patterns and Python 3.7 2nd Edition,[Steven F. Lott],33.48,770,4.6,48,0.73,0.18,0.05,0.03,0,Packt Publishing (June 14 2019),0.305333333333333
Mastering Python for Networking and Security: Leverage the scripts and libraries of Python version 3.7 and beyond to overcome networking and security issues 2nd Edition,[JosÃ© Manuel Ortega],39.99,538,4.9,37,0.86,0.14,0,0,0,Packt Publishing,0.324
Quantum Chemistry and Computing for the Curious: Illustrated with Python and QiskitÂ® code,"[Keeper L. Sharkey,Alain Chance et al.]",47.99,354,4.8,14,0.84,0.16,0,0,0,Packt Publishing (May 20 2022),0.322666666666667
Metaprogramming with Python: A programmers guide to writing reusable code to build smarter applications,[Sulekha AloorRavi],44.99,402,,0,0,0,0,0,0,Packt Publishing (September 9 2022),0
Building Python Web APIs with FastAPI: A fast-paced guide to building high-performance robust web APIs with very little boilerplate code,[Abdulazeez Abdulazeez Adeshina],39.99,216,4.4,8,0.58,0.26,0.16,0,0,Packt Publishing (July 29 2022),0.294666666666667
Dead Simple Python: Idiomatic Python for the Impatient Programmer,[Jason C McDonald],59.99,752,,0,0,0,0,0,0,No Starch Press (November 8 2022),0
Python for Cybersecurity: Using Python for Cyber Offense and Defense,[Howard E. Poston III],18.74,240,4.6,9,0.85,0.15,0,0,0,Wiley,0.323333333333333
Cracking Codes with Python: An Introduction to Building and Breaking Ciphers,[Al Sweigart],19.37,416,4.7,354,0.82,0.12,0.03,0.02,0.01,No Starch Press,0.314666666666667
Web Scraping with Python: Collecting More Data from the Modern Web,[Ryan Mitchell],33.49,,4.6,178,0.76,0.13,0.06,0.02,0.03,OReilly Media,0.304666666666667
Data Structures and Algorithms in Python,"[Roberto Tamassia,Michael H. Goldwasser et al.]",99.88,768,4.3,225,0.68,0.13,0.08,0.03,0.08,Wiley,0.286666666666667
Python Workout: 50 ten-minute exercises,[Reuven M. Lerner],56.99,248,4.9,39,0.88,0.12,0,0,0,Manning,0.325333333333333
Real-World Python: A Hackers Guide to Solving Problems with Code,[Lee Vaughan],24.49,360,4.7,88,0.78,0.15,0.03,0.03,0.01,No Starch Press (November 5 2020),0.310666666666667
Full-Color Illustration Data Structrues & Algorithms Python: Easy and Interesting to Learn Through Full-Color Diagrams (Python Foundation & Design Patterns & Data Structures & Algorithms),[yang hu],49.99,264,,0,0,0,0,0,0,Independently published (October 1 2021),0
Python Programming and Visualization for Scientists,"[Alex Decaria,Grant W Petty et al.]",44.43,372,5,7,1,0,0,0,0,Sundog Publishing LLC,0.333333333333333
Easy Learning Python 3: Python for Beginners Guide (Easy Learning Python and design patterns and data structures and algorithms),[yang hu],18.53,180,3.9,25,0.42,0.29,0.13,0.1,0.06,Independently published (April 1 2019),0.260666666666667
Learn More Python 3 the Hard Way: The Next Step for New Python Programmers (Zed Shaws Hard Way Series),,37.99,240,4.6,102,0.77,0.13,0.04,0.02,0.03,Addison-Wesley Professional,0.304
Scientific Computing with Python: High-performance scientific computing with NumPy SciPy and pandas 2nd Edition,"[Claus FÃ¼hrer,Jan Erik Solem et al.]",39.99,392,4.6,23,0.72,0.2,0.08,0,0,Packt Publishing,0.309333333333333
Mastering Python for Bioinformatics: How to Write Flexible Documented Tested Python Code for Research Computing,[Ken Youens-Clark],61.18,456,5,8,1,0,0,0,0,OReilly Media,0.333333333333333
Head First Python: A Brain-Friendly Guide,[Paul Barry],50.62,622,4.6,855,0.75,0.14,0.05,0.02,0.03,OReilly Media,0.302
Learning Python with Raspberry Pi,"[Alex Bradbury,Ben Everard]",17.39,288,4.2,160,0.53,0.29,0.09,0.05,0.05,Wiley,0.282
Data Visualization in Python,[Daniel Nelson],37.99,345,3.3,12,0.55,0.11,0.34,0,0,Independently published (September 15 2020),0.280666666666667
Intuitive Python: Productive Development for Projects that Last,[David Muller],17.59,142,5,3,1,0,0,0,0,Pragmatic Bookshelf,0.333333333333333
Python for Microcontrollers: Getting Started with MicroPython,[Donald Norris],16.63,288,4.2,79,0.52,0.29,0.09,0.07,0.02,McGraw Hill TAB,0.279333333333333
Python Testing with pytest: Simple Rapid Effective and Scalable,[Brian Okken],37.06,274,4.5,37,0.68,0.22,0.06,0.04,0,Pragmatic Bookshelf,0.302666666666667
Python Cookbook Third Edition,,50.68,704,4.6,561,0.77,0.15,0.04,0.02,0.02,OReilly Media,0.308666666666667
Python in easy steps,,10.66,192,4.6,370,0.75,0.14,0.07,0.02,0.02,In Easy Steps Limited,0.305333333333333
Python Programming: The Ultimate Beginners Guide to Learn Python Programming Step--Step (Computer Programming),,25.99,148,4.5,37,0.72,0.14,0.1,0.05,0,Independently published (December 20 2021),0.304
Advanced Python Programming: Accelerate your Python programs using proven techniques and design patterns 2nd Edition,[Quan Nguyen],49.99,606,4.3,12,0.65,0.11,0.12,0.12,0,Packt Publishing,0.286
High Performance Python: Practical Performant Programming for Humans,"[Micha Gorelick,Ian Ozsvald]",28.49,468,4.7,139,0.8,0.12,0.07,0.01,0,OReilly Media,0.314
Doing Math with Python: Use Programming to Explore Algebra Statistics Calculus and More!,[Amit Saha],28.02,264,4.5,157,0.73,0.17,0.05,0.02,0.03,No Starch Press,0.303333333333333
Learn Quantum Computing with Python and IBM Quantum Experience: A hands-on introduction to quantum computing and writing your own quantum programs with Python,[Robert Loredo],41.99,510,4.5,91,0.71,0.17,0.06,0.02,0.04,Packt Publishing (September 28 2020),0.299333333333333
Interpretable Machine Learning with Python: Build explainable fair and robust high-performance models with hands-on real-world examples 2nd Edition,[Serg MasÃ­s],49.99,698,,0,0,0,0,0,0,Packt Publishing - ebooks Account (November 9 2022),0
Programming with MicroPython: Embedded Programming with Microcontrollers and Python,[Nicholas H. Tollervey],39.49,214,4.1,70,0.57,0.17,0.12,0.06,0.08,OReilly Media,0.272666666666667
Using Python for Principles of Econometrics,[Constantin Colonescu],29.4,381,5,2,1,0,0,0,0,Independently published (December 15 2021),0.333333333333333
Network Programming in Python: The Basic: A Detailed Guide to Python 3 Network Programming and Management (English Edition),[John Galbraith],24.95,521,,0,0,0,0,0,0,BPB Publications (May 3 2022),0
Classic Computer Science Problems in Python,[David Kopec],29.99,224,4.4,131,0.66,0.16,0.1,0.04,0.04,Manning,0.290666666666667
Hyperparameter Tuning with Python: Boost your machine learning models performance via hyperparameter tuning,[Louis Owen],44.99,306,5,2,1,0,0,0,0,Packt Publishing (July 29 2022),0.333333333333333
