title,author,price,pages,avg_reviews,n_reviews,star5,star4,star3,star2,star1,publisher,media_avaliacao
A Primer in Biological Data Analysis and Visualization Using R,[Gregg Hartvigsen],37.25,216,4.3,8,0.59,0.26,0.15,0,0,Columbia University Press,0.296
Behavioral Data Analysis with R and Python: Customer-Driven Data for Real Business Results,[Florent Buisson],37.74,360,4.4,13,0.68,0.11,0.11,0.1,0,OReilly Media,0.291333333333333
Mathematical Foundations for Data Analysis (Springer Series in the Data Sciences),,69.99,304,,0,0,0,0,0,0,Springer,0
Statistical Rethinking: A Bayesian Course with Examples in R and STAN (Chapman & Hall/CRC Texts in Statistical Science),,75.07,594,4.8,285,0.88,0.07,0.04,0.01,0,Chapman and Hall/CRC,0.321333333333333
An Introduction to Categorical Data Analysis 3rd Edition (Wiley Series in Probability and Statistics),[Agresti],99.99,394,4.5,45,0.68,0.18,0.1,0.03,0,Wiley,0.298666666666667
Student Solutions Manual for Ott/Longneckers An Introduction to Statistical Methods and Data Analysis 7th,"[R. Lyman Ott,Micheal T. Longnecker]",84.95,256,3.5,5,0.62,0.38,0,0,0,Cengage Learning,0.308
Microsoft Excel Data Analysis and Business Modeling (Business Skills),[Wayne Winston],49.99,864,4.5,423,0.75,0.12,0.09,0.02,0.02,Microsoft Press,0.304
Text Analytics with Python: A Practitioners Guide to Natural Language Processing,[Dipanjan Sarkar],23.49,698,4.6,57,0.7,0.2,0.05,0.05,0,Apress,0.303333333333333
Essentials of Qualitative Meta-Analysis (Essentials of Qualitative Methods),,19.99,100,,0,0,0,0,0,0,American Psychological Association,0
Data Analysis Using Regression and Multilevel/Hierarchical Models,,64.5,648,4.4,150,0.65,0.18,0.09,0.04,0.03,Cambridge University Press,0.29
Introduction to Data Analytics for Accounting (International edition) Textbook only,[Ryan A. Teeter Vernon Richardson Katie L. Terrell],50,,5,1,1,0,0,0,0,Mcgraw-Hill (January 1 2020),0.333333333333333
Statistical Analysis with Missing Data (Wiley Series in Probability and Statistics),"[Roderick J. A. Little,Donald B. Rubin]",86.25,462,4,12,0.47,0.39,0.14,0,0,Wiley,0.288666666666667
Adverse Impact Analysis: Understanding Data Statistics and Risk,"[Scott B. Morris,Eric M. Dunleavy]",68.95,380,5,3,1,0,0,0,0,Routledge,0.333333333333333
Hierarchical Modeling and Analysis for Spatial Data (Chapman & Hall/CRC Monographs on Statistics and Applied Probability),,88.5,584,4.1,8,0.62,0.2,0.19,0,0,Chapman and Hall/CRC,0.298
Disrupting Data Governance: A Call to Action,[Laura B. Madsen],29.95,180,4.4,37,0.69,0.14,0.1,0.04,0.04,Technics Publications (December 6 2019),0.295333333333333
Python for Everybody: Exploring Data in Python 3,"[Dr. Charles Russell Severance,Sue Blumenberg et al.]",9.99,247,4.6,2467,0.76,0.15,0.05,0.02,0.02,CreateSpace Independent Publishing Platform (April 9 2016),0.307333333333333
ggplot2: Elegant Graphics for Data Analysis (Use R),,41.78,276,4.4,147,0.7,0.11,0.11,0.04,0.04,Springer,0.292666666666667
Survival Analysis: Techniques for Censored and Truncated Data (Statistics for Biology and Health),,119.99,554,4.2,22,0.63,0.18,0.06,0.13,0,Springer (December 1 2010),0.287333333333333
Time Series (Chapman & Hall/CRC Texts in Statistical Science),"[Robert Shumway,David Stoffer]",54.68,272,4.1,16,0.58,0.2,0.09,0.14,0,Routledge,0.283333333333333
SPSS For Beginners in 45 Minutes: A 2021 Quick Reference Guide to Research Methods Data Analysis and Interpretation of Statistical Data,[Bill Wesley],10.99,132,3.5,3,0.62,0.38,0,0,0,Independently published (October 24 2021),0.308
Crime Analysis with Crime Mapping,[Rachel Boba Santos],87.99,504,4.6,3,0.63,0.37,0,0,0,SAGE Publications Inc,0.308666666666667
Applied Longitudinal Analysis,"[Garrett M. Fitzmaurice,Nan M. Laird et al.]",122.76,752,4.3,38,0.64,0.19,0.06,0.07,0.05,Wiley,0.288666666666667
Epidemiology: Study Design and Data Analysis Third Edition (Chapman & Hall/CRC Texts in Statistical Science),,99.41,898,4.4,43,0.61,0.25,0.08,0.06,0,Chapman and Hall/CRC,0.294
Analysis of Economic Data,[Gary Koop],52.59,272,4.1,15,0.68,0.18,0.14,0,0,Wiley,0.302666666666667
In-Memory Analytics with Apache Arrow: Perform fast and efficient data analytics on both flat and hierarchical structured data,"[Matthew Topol,Wes McKinney]",44.99,392,5,8,1,0,0,0,0,Packt Publishing (June 24 2022),0.333333333333333
Data Analysis from Scratch with Python: The Complete Beginners Guide for Machine Learning Techniques and A Step Step NLP using Python Guide To Expert (Including Programming Interview Questions),[Stephen Richard],10.99,169,4.4,55,0.74,0.13,0.03,0.1,0,Independently published (August 27 2019),0.300666666666667
Functional Data Analysis with R and MATLAB (Use R!),,69.51,214,4.7,10,0.93,0.07,0,0,0,Springer,0.328666666666667
Dyadic Data Analysis (Methodology in the Social Sciences),,62.52,458,4.4,24,0.73,0.12,0.07,0.07,0,The Guilford Press,0.298666666666667
The 4-Step Thematic Data Analysis With MAXQDA,[Dr. Michael Amanfi],60,141,4.8,39,0.85,0.11,0.04,0,0,Independently published (August 13 2019),0.320666666666667
Learning Spark: Lightning-Fast Data Analytics,"[Jules Damji,Brooke Wenig et al.]",55.37,397,4.7,154,0.8,0.15,0.02,0.02,0.01,OReilly Media,0.314
Analytics: Data Science Data Analysis and Predictive Analytics for Business,[Daniel Covington],21.97,291,3.9,66,0.46,0.18,0.14,0.17,0.04,CreateSpace Independent Publishing Platform (February 19 2016),0.254666666666667
Practical Data Analysis with JMP Third Edition,[Robert Carver],54.99,442,3.5,3,0.63,0.37,0,0,0,SAS Institute,0.308666666666667
Python for Finance: Mastering Data-Driven Finance,[Yves Hilpisch],53.65,720,4.6,256,0.76,0.15,0.05,0.02,0.02,OReilly Media,0.307333333333333
Applied Spatial Data Analysis with R (Use R! 10),"[Roger S. Bivand,Edzer Pebesma et al.]",72.47,423,4.5,26,0.65,0.2,0.15,0,0,Springer,0.3
Hands-On Exploratory Data Analysis with R: Become an expert in exploratory data analysis using R packages,"[Radhika Datar,Harish Garg]",29.99,266,3.2,6,0.25,0.25,0.25,0.25,0,Packt Publishing (May 31 2019),0.233333333333333
The Data Collection Toolkit: Everything You Need to Organize Manage and Monitor Classroom Data,[Cindy Golden],42.95,264,4.5,126,0.72,0.12,0.08,0.04,0.03,Brookes Publishing,0.295333333333333
Qualitative Data Analysis with ATLAS.ti,[Susanne Friese],50,344,4.7,30,0.81,0.09,0.05,0.05,0,SAGE Publications Ltd,0.310666666666667
C++ Programming: Program Design Including Data Structures (MindTap Course List),[D. S. Malik],98.7,1728,4.4,162,0.72,0.12,0.06,0.05,0.05,Cengage Learning,0.294
Regression Analysis with Python,"[Luca Massaron,Alberto Boschetti]",46.99,312,4.1,10,0.44,0.43,0.13,0,0,Packt Publishing (February 29 2016),0.287333333333333
Longitudinal Data Analysis for the Behavioral Sciences Using R,[Jeffrey D. Long],96.91,568,4.4,8,0.7,0.3,0,0,0,SAGE Publications Inc,0.313333333333333
Practical SQL 2nd Edition: A Beginners Guide to Storytelling with Data,[Anthony DeBarros],27.99,427,4.7,60,0.85,0.08,0.02,0.04,0,No Starch Press,0.314
Python Crash Course for Data Analysis: A Complete Beginner Guide for Python Coding NumPy Pandas and Data Visualization (Machine Learning & Data Science for Beginners),,17.99,174,4.1,41,0.57,0.18,0.1,0.07,0.07,AI Publishing LLC (September 22 2019),0.272
Bayesian Modeling and Computation in Python (Chapman & Hall/CRC Texts in Statistical Science),,75.32,398,4.2,17,0.7,0.08,0.09,0.13,0,Chapman and Hall/CRC,0.29
Random Data: Analysis and Measurement Procedures,"[Julius S. Bendat,Allan G. Piersol]",168.89,640,4.2,27,0.69,0.11,0.07,0.13,0,Wiley,0.290666666666667
Data Envelopment Analysis: Let the Data Speak for Themselves,[Joe Zhu],49.99,182,4.6,7,0.82,0.18,0,0,0,CreateSpace Independent Publishing Platform (May 6 2014),0.321333333333333
Hands-On Financial Modeling with Microsoft Excel 2019: Build practical models for forecasting valuation trading and growth analysis using Excel 2019,[Shmuel Oluwa],33.29,292,4.2,110,0.6,0.21,0.07,0.03,0.08,Packt Publishing (July 11 2019),0.279333333333333
Statistics for Machine Learning: Implement Statistical methods used in Machine Learning using Python (English Edition),[Himanshu Singh],26.95,278,4,19,0.5,0.17,0.26,0.07,0,BPB Publications (January 15 2021),0.273333333333333
Eco-Stats: Data Analysis in Ecology: From t-tests to Multivariate Abundances (Methods in Statistical Ecology),[David I Warton],139.99,445,,0,0,0,0,0,0,Springer,0
Thematic Analysis: A Practical Guide,"[Virginia Braun,Victoria Clarke]",45,376,4.9,191,0.9,0.07,0.02,0.01,0,SAGE Publications Ltd,0.324
Modes of Thinking for Qualitative Data Analysis,[Melissa Freeman],36.79,136,4.9,18,0.92,0.08,0,0,0,Routledge,0.328
A Common-Sense Guide to Data Structures and Algorithms Second Edition: Level Up Your Core Programming Skills,[Jay Wengrow],39.71,508,4.7,514,0.81,0.14,0.02,0.01,0.02,Pragmatic Bookshelf,0.314
Topological Data Analysis for Genomics and Evolution: Topology in Biology,"[Raul Rabadan,Andrew J. Blumberg]",43.03,324,4.5,31,0.75,0.15,0.05,0.05,0,Cambridge University Press,0.306666666666667
Mathematical Statistics and Data Analysis (with CD Data Sets) (Available 2010 Titles Enhanced Web Assign),,168.7,688,3.8,110,0.58,0.11,0.06,0.09,0.16,Cengage Learning,0.257333333333333
Hands-On Time Series Analysis with R: Perform time series analysis and forecasting using R,,33.29,448,4.4,53,0.66,0.15,0.13,0.05,0,Packt Publishing (May 31 2019),0.292666666666667
Exploratory Data Analysis with MATLABÂ® (Chapman & Hall/CRC Computer Science & Data Analysis),,55.37,590,4,3,0.34,0.33,0.33,0,0,Chapman and Hall/CRC,0.267333333333333
Performing Data Analysis Using IBM SPSS,"[Lawrence S. Meyers,Glenn C. Gamst et al.]",82.99,736,4.5,30,0.73,0.19,0.05,0.03,0,Wiley,0.308
Next Generation Data Management: Using Your Data Assets to Drive Mission Success,"[Dr Mark Brady,Barry Lyons et al.]",38,335,,0,0,0,0,0,0,mark brady (September 8 2022),0
Applied Longitudinal Data Analysis: Modeling Change and Event Occurrence,"[Judith D. Singer,John B. Willett]",78.49,644,4.5,54,0.78,0.07,0.05,0.06,0.04,Oxford University Press,0.299333333333333
Text Data Management and Analysis: A Practical Introduction to Information Retrieval and Text Mining (ACM Books),,95.95,532,4.3,13,0.67,0.22,0.11,0,0,ACM Books (June 30 2016),0.304
Applied Survey Data Analysis (Chapman & Hall/CRC Statistics in the Social and Behavioral Sciences),,54.95,568,4.8,22,0.87,0.07,0.07,0,0,Routledge,0.322666666666667
Fundamentals of Data Visualization: A Primer on Making Informative and Compelling Figures,[Claus O. Wilke],51.49,390,4.6,180,0.78,0.15,0.03,0.02,0.02,OReilly Media,0.31
Numerical Methods Using Java: For Data Science Analysis and Engineering,[Haksun Li PhD],32.92,1200,5,1,1,0,0,0,0,Apress,0.333333333333333
Data Analysis with Microsoft Power BI,[Brian Larson],43.15,544,3.8,12,0.47,0.18,0.11,0.14,0.1,McGraw Hill,0.252
Python: - The Bible- 3 Manuscripts in 1 book: -Python Programming For Beginners -Python Programming For Intermediates -Python Programming for Advanced (Your place to learn Python with ease),[Maurice J. Thompson],27.97,375,4.3,4033,0.64,0.16,0.1,0.04,0.06,Independently published (April 28 2018),0.285333333333333
Mastering Vim: Build a software development environment with Vim and Neovim,[Ruslan Osipov],44.99,330,4.8,27,0.85,0.1,0.06,0,0,Packt Publishing (November 30 2018),0.322
Hands-On Network Forensics: Investigate network attacks and find evidence using common network forensic tools,[Nipun Jaswal],37.99,358,4.4,36,0.58,0.29,0.09,0.04,0,Packt Publishing (March 30 2019),0.294
Python: 3 books in 1- Your complete guide to python programming with Python for Beginners Python Data Analysis and Python Machine Learning (Programming Languages for Beginners),[Brady Ellison],24.95,472,4.7,119,0.82,0.1,0.04,0.02,0.01,Independently published (February 4 2022),0.311333333333333
Pandas for Everyone: Python Data Analysis (Addison-Wesley Data & Analytics Series),,38.91,416,4.5,264,0.71,0.15,0.09,0.02,0.03,Addison-Wesley Professional,0.299333333333333
Real World Health Care Data Analysis: Causal Methods and Implementation Using SASÂ®: Causal Methods and Implementation Using SASÂ®,"[Douglas Faries,Xiang Zhang et al.]",84.95,436,4.2,5,0.59,0.41,0,0,0,SAS Institute (January 15 2020),0.306
Introduction to Functional Data Analysis (Chapman & Hall/CRC Texts in Statistical Science),,54.95,306,3.8,11,0.43,0.31,0.13,0.13,0,Chapman and Hall/CRC,0.269333333333333
Adjustment Computations: Spatial Data Analysis,[Charles D. Ghilani],100.98,720,4.5,18,0.66,0.23,0.09,0.03,0,Wiley,0.303333333333333
DATA ANALYTICS: Simple and Effective Tips and Tricks to Learn Data Analytics Effectively,[Benjamin Smith],19.99,167,5,2,1,0,0,0,0,Independently published (August 24 2020),0.333333333333333
Artificial Intelligence with Power BI: Take your data analytics skills to the next level leveraging the AI capabilities in Power BI,[Mary-Jo Diepeveen],46.99,348,4.4,10,0.58,0.28,0.14,0,0,Packt Publishing (April 29 2022),0.296
Hands on Azure Data Studio: Microsofts Open Platform for Data Engineering and Analytics,[Jim Miller],9.99,142,4.3,5,0.54,0.23,0.23,0,0,Independently published (March 26 2021),0.287333333333333
Data Structures & Algorithm Analysis in C++,[Mark Weiss],177.32,664,4.2,91,0.64,0.12,0.12,0.03,0.08,Pearson,0.278666666666667
The Esri Guide to GIS Analysis Volume 2: Spatial Measurements and Statistics,,45.49,288,4.7,15,0.75,0.16,0.09,0,0,Esri Press,0.310666666666667
The Handbook for Collaborative Common Assessments: Tools for Design Delivery and Data Analysis (Practical Measures for Improving Your Collaborative Common Assessment Process),[Cassandra Erkens],39.95,264,4.8,7,0.8,0.2,0,0,0,Solution Tree Press (June 7 2019),0.32
Learn Microsoft PowerApps: Build customized business applications without writing any code,[Matthew Weston],39.89,560,4.2,164,0.55,0.25,0.1,0.04,0.07,Packt Publishing (November 29 2019),0.28
Software Architecture Patterns for Serverless Systems: Architecting for innovation with events autonomous services and micro frontends,"[John Gilbert,Ed Price]",45,436,4.8,21,0.81,0.19,0,0,0,Packt Publishing (July 30 2021),0.320666666666667
Bayesian Statistics the Fun Way: Understanding Statistics and Probability with Star Wars LEGO and Rubber Ducks,[Will Kurt],33.2,256,4.6,462,0.74,0.17,0.05,0.02,0.01,No Starch Press,0.305333333333333
The Data Revolution: A Critical Analysis of Big Data Open Data and Data Infrastructures,[Rob Kitchin],42,376,5,2,1,0,0,0,0,SAGE Publications Ltd,0.333333333333333
Data Structures and Algorithm Analysis in Java,[Mark Weiss],132.98,648,4.4,97,0.72,0.13,0.05,0.05,0.05,Pearson,0.294666666666667
Azure Synapse Analytics Cookbook: Implement a limitless analytical platform using effective recipes for Azure Synapse,"[Gaurav Agarwal,Meenakshi Muralidharan et al.]",41.99,238,4.3,8,0.82,0.18,0,0,0,Packt Publishing (April 29 2022),0.321333333333333
CompTIA Data+ Study Guide: Exam DA0-001,"[Mike Chapple,Sharif Nijim]",34.18,368,4.7,31,0.78,0.14,0.08,0,0,Sybex,0.313333333333333
The Science of Deep Learning,[Iddo Drori],59.99,450,,0,0,0,0,0,0,Cambridge University Press,0
Inside Deep Learning: Math Algorithms Models,[Edward Raff],45.2,600,5,6,1,0,0,0,0,Manning,0.333333333333333
Mathematical Aspects of Deep Learning,"[Philipp Grohs,Gitta Kutyniok]",89.99,485,,0,0,0,0,0,0,Cambridge University Press,0
Deep Learning for Coders with Fastai and PyTorch: AI Applications Without a PhD,"[Jeremy Howard,Sylvain Gugger]",36.99,624,4.8,418,0.86,0.08,0.03,0.01,0.01,OReilly Media,0.316
Practical Deep Learning: A Python-Based Introduction,[Ronald T. Kneusel],36.54,464,4.8,35,0.85,0.15,0,0,0,No Starch Press (February 23 2021),0.323333333333333
Deep Learning with PyTorch: Build train and tune neural networks using Python tools,"[Eli Stevens,Luca Antiga et al.]",36.26,520,4.4,93,0.72,0.09,0.09,0.07,0.04,Manning,0.294
Deep Learning from Scratch: Building with Python from First Principles,[Seth Weidman],38.99,252,4.4,79,0.66,0.18,0.08,0.04,0.04,OReilly Media,0.292
Learning Deep Learning: Theory and Practice of Neural Networks Computer Vision Natural Language Processing and Transformers Using TensorFlow,[Magnus Ekman],53.23,752,4.7,66,0.84,0.06,0.05,0.03,0.02,Addison-Wesley Professional,0.311333333333333
Deep Learning: A Visual Approach,[Andrew Glassner],56.99,776,4.7,90,0.86,0.05,0.03,0.02,0.05,No Starch Press,0.312
Deep Learning with Python Second Edition,[Francois Chollet],37.23,504,4.6,148,0.82,0.09,0.03,0.03,0.03,Manning,0.309333333333333
Deep Learning (The MIT Press Essential Knowledge series),,13.99,296,4.5,305,0.67,0.18,0.1,0.04,0.01,The MIT Press,0.297333333333333
Deep Learning (Adaptive Computation and Machine Learning series),,54.25,800,4.3,1862,0.73,0.1,0.05,0.04,0.08,The MIT Press,0.290666666666667
Deep Learning Illustrated: A Visual Interactive Guide to Artificial Intelligence (Addison-Wesley Data & Analytics Series),,44.39,416,4.5,189,0.76,0.11,0.03,0.04,0.05,Addison-Wesley Professional,0.297333333333333
Deep Learning Architectures: A Mathematical Approach (Springer Series in the Data Sciences),,58.99,790,4.2,14,0.66,0.15,0.1,0.09,0,Springer,0.292
Foundations of Deep Reinforcement Learning: Theory and Practice in Python (Addison-Wesley Data & Analytics Series),,45.59,416,4.4,82,0.69,0.19,0.04,0.05,0.04,Addison-Wesley Professional,0.298
Dive Into Deep Learning: Tools for Engagement,"[Joanne Quinn,Joanne J. McEachen et al.]",38.95,296,4.7,36,0.81,0.1,0.08,0,0,Corwin,0.312666666666667
Fundamentals of Deep Learning: Designing Next-Generation Machine Intelligence Algorithms,"[Nithin Buduma,Joe Papa et al.]",50.99,387,,0,0,0,0,0,0,OReilly Media,0
Deep Learning with TensorFlow 2 and Keras: Regression ConvNets GANs RNNs NLP and more with TensorFlow 2 and the Keras API 2nd Edition,"[Antonio Gulli,Amita Kapoor et al.]",33.21,646,4.5,116,0.71,0.17,0.05,0.04,0.03,Packt Publishing (December 27 2019),0.299333333333333
Deep Learning with JavaScript: Neural networks in TensorFlow.js,"[Shanqing Cai,Stan Bileschi et al.]",43.49,560,4.8,28,0.85,0.12,0.03,0,0,Manning,0.321333333333333
Deep Learning in Science,[Pierre Baldi],47.55,450,4.7,4,0.7,0.3,0,0,0,Cambridge University Press,0.313333333333333
Applied Deep Learning and Computer Vision for Self-Driving Cars: Build autonomous vehicles using deep neural networks and behavior-cloning techniques,"[Sumit Ranjan,Dr. S. Senthamilarasu]",44.99,332,3.8,23,0.5,0.15,0.16,0.07,0.12,Packt Publishing (August 14 2020),0.256
Deep Learning for Vision Systems,[Mohamed Elgendy],39.49,480,4.8,53,0.85,0.1,0.05,0,0,Manning,0.32
Deep Reinforcement Learning Hands-On: Apply modern RL methods to practical problems of chatbots robotics discrete optimization web automation and more 2nd Edition,[Maxim Lapan],54.99,826,4.5,143,0.75,0.14,0.05,0.03,0.04,Packt Publishing,0.304
Modern Computer Vision with PyTorch: Explore deep learning concepts and implement over 50 real-world image applications,"[V Kishore Ayyadevara,Yeshwanth Reddy]",48.84,824,4.6,51,0.82,0.12,0.06,0,0,Packt Publishing (November 27 2020),0.317333333333333
Synthetic Data for Deep Learning: Generate Synthetic Data for Decision Making and Applications with Python and R,"[Necmi GÃ¼rsakal,Sadullah Ã‡elik et al.]",44.99,250,,0,0,0,0,0,0,Apress,0
Geometry of Deep Learning: A Signal Processing Perspective (Mathematics in Industry 37),[Jong Chul Ye],66.27,346,3.6,6,0.6,0.2,0.2,0,0,Springer,0.293333333333333
Machine Learning with PyTorch and Scikit-Learn: Develop machine learning and deep learning models with Python,"[Sebastian Raschka,Yuxi (Hayden) Liu et al.]",46.79,770,4.7,135,0.82,0.1,0.05,0.01,0.02,Packt Publishing (February 25 2022),0.312666666666667
Production-Ready Applied Deep Learning: Learn how to construct and deploy complex models in PyTorch and TensorFlow deep learning frameworks,"[Tomasz Palczewski,Jaejun (Brandon) Lee et al.]",47.49,322,,0,0,0,0,0,0,Packt Publishing (August 30 2022),0
Grokking Deep Reinforcement Learning,[Miguel Morales],49.99,472,4.7,47,0.82,0.13,0.03,0.03,0,Manning,0.318
Deep Learning for the Life Sciences: Applying Deep Learning to Genomics Microscopy Drug Discovery and More,"[Bharath Ramsundar,Peter Eastman et al.]",48.49,236,4.2,48,0.66,0.16,0.06,0.12,0,OReilly Media,0.290666666666667
Deep Learning in Production,[Sergios Karagiannakos],29.99,223,4.7,12,0.78,0.11,0.11,0,0,Sergios Karagiannakos (November 24 2021),0.311333333333333
Math for Deep Learning: What You Need to Know to Understand Neural Networks,[Ronald T. Kneusel],36.49,344,4.5,22,0.74,0.2,0.07,0,0,No Starch Press (December 7 2021),0.314
Introduction to Deep Learning (The MIT Press),[Eugene Charniak],35,192,4,32,0.59,0.11,0.1,0.1,0.1,The MIT Press,0.266
The Principles of Deep Learning Theory: An Effective Theory Approach to Understanding Neural Networks,"[Daniel A. Roberts,Sho Yaida et al.]",75.99,472,4.7,10,0.86,0.14,0,0,0,Cambridge University Press,0.324
Practical Deep Learning for Cloud Mobile and Edge: Real-World AI & Computer-Vision Projects Using Python Keras & TensorFlow,"[Anirudh Koul,Siddha Ganju et al.]",55.43,620,4.6,110,0.84,0.07,0.03,0.03,0.04,OReilly Media,0.311333333333333
Deep Learning: Engage the World Change the World,"[Michael Fullan,Joanne Quinn et al.]",32.33,208,4.5,66,0.75,0.11,0.06,0.03,0.05,Corwin,0.298666666666667
Grokking Deep Learning,[Andrew Trask],39.49,336,4.4,138,0.72,0.13,0.06,0.01,0.07,Manning,0.292666666666667
Practical Deep Learning at Scale with MLflow: Bridge the gap between offline experimentation and online production,"[Yong Liu,Dr. Matei Zaharia]",44.99,288,4.8,8,0.83,0.17,0,0,0,Packt Publishing (July 8 2022),0.322
Deep Learning For Dummies,"[John Paul Mueller,Luca Massaron]",19.89,368,4.5,33,0.65,0.27,0.08,0,0,For Dummies,0.304666666666667
Deep Learning with Python,[Francois Chollet],32.49,384,4.6,1349,0.76,0.13,0.04,0.02,0.04,Manning,0.301333333333333
Deep Generative Modeling,[Jakub M. Tomczak],70,215,5,1,1,0,0,0,0,Springer,0.333333333333333
Generative Deep Learning: Teaching Machines to Paint Write Compose and Play,[David Foster],46.99,330,4.5,189,0.76,0.12,0.07,0.01,0.05,OReilly Media,0.304
Artificial Intelligence Example: Acquire advanced AI machine learning and deep learning design skills 2nd Edition,[Denis Rothman],39.99,578,4.2,30,0.68,0.09,0.09,0.14,0,Packt Publishing (February 28 2020),0.287333333333333
Deep Learning for NLP and Speech Recognition,"[Uday Kamath,John Liu et al.]",97.31,649,4.6,49,0.77,0.1,0.09,0.04,0,Springer,0.306666666666667
Deep Neural Evolution: Deep Learning with Evolutionary Computation (Natural Computing Series),,66.59,452,5,1,1,0,0,0,0,Springer,0.333333333333333
Hands-On Python Natural Language Processing: Explore tools and techniques to analyze and process text with a view to building real-world NLP applications,"[Aman Kedia,Mayank Rasu]",39.99,316,4.6,22,0.69,0.2,0.11,0,0,Packt Publishing (June 26 2020),0.305333333333333
DEEP LEARNING WITH MATLAB,[Perez],25.99,247,,0,0,0,0,0,0,Scientific Books (May 23 2022),0
Guide to Deep Learning Basics: Logical Historical and Philosophical Perspectives,[Sandro Skansi],14.59,148,,0,0,0,0,0,0,Springer,0
Building Machine Learning and Deep Learning Models on Google Cloud Platform: A Comprehensive Guide for Beginners,[Ekaba Bisong],28.02,738,4.6,9,0.71,0.14,0.15,0,0,Apress,0.304
Deep Learning with R,"[Francois Chollet,J. J. Allaire]",46.99,360,4.5,100,0.76,0.12,0.04,0.06,0.02,Manning Publications,0.302666666666667
Deep Learning for Natural Language Processing,[Stephan Raaijmakers],49.99,325,,0,0,0,0,0,0,Manning Publications,0
Python Machine Learning for Beginners: Learning from scratch NumPy Pandas Matplotlib Seaborn Scikitlearn and TensorFlow for Machine Learning and ... Learning & Data Science for Beginners),,19.99,304,4.5,55,0.73,0.11,0.11,0.02,0.03,AI Publishing LLC (October 23 2020),0.299333333333333
Adversarial Deep Learning in Cybersecurity: Attack Taxonomies Defence Mechanisms and Learning Theories,"[Aneesh Sreevallabh Chivukula,Xinghao Yang et al.]",199.99,260,,0,0,0,0,0,0,Springer,0
Hands-On Machine Learning with Scikit-Learn Keras and TensorFlow: Concepts Tools and Techniques to Build Intelligent Systems,[AurÃ©lien GÃ©ron],75.99,850,,0,0,0,0,0,0,OReilly Media,0
Black Hat Python 2nd Edition: Python Programming for Hackers and Pentesters,"[Justin Seitz,Tim Arnold]",37.49,216,4.7,342,0.82,0.12,0.03,0.01,0.02,No Starch Press,0.314
Modern Deep Learning for Tabular Data: Novel Approaches to Common Modeling Problems,"[Andre Ye,Andy Wang]",49.99,839,,0,0,0,0,0,0,Apress,0
Probabilistic Deep Learning: With Python Keras and TensorFlow Probability,"[Oliver Duerr,Beate Sick et al.]",49.99,296,4.2,15,0.66,0.09,0.16,0.09,0,Manning,0.288
High-Dimensional Data Analysis with Low-Dimensional Models: Principles Computation and Applications,"[John Wright,Yi Ma]",75.99,650,4.8,12,0.81,0.19,0,0,0,Cambridge University Press,0.320666666666667
Transformers for Natural Language Processing: Build train and fine-tune deep neural network architectures for NLP with Python PyTorch TensorFlow BERT and GPT-3 2nd Edition,"[Denis Rothman,Antonio Gulli]",39.89,564,4.7,32,0.75,0.2,0.05,0,0,Packt Publishing,0.313333333333333
Memorable teaching: Leveraging memory to build deep and durable learning in the classroom (High Impact Teaching series),[Peps Mccrea],14.95,112,4.6,192,0.76,0.16,0.03,0.02,0.03,John Catt Educational (November 12 2019),0.306666666666667
Deep Reinforcement Learning in Action,"[Alexander Zai,Brandon Brown]",49.2,325,4.2,16,0.63,0.14,0.09,0.05,0.09,Manning,0.278
Artificial Intelligence with Python Cookbook: Proven recipes for applying AI algorithms and deep learning techniques using TensorFlow 2.x and PyTorch 1.6,[Ben Auffarth],39.99,468,4.5,24,0.68,0.24,0.08,0,0,Packt Publishing (October 30 2020),0.306666666666667
Hands-On Image Generation with TensorFlow: A practical guide to generating images and videos using deep learning,[Soon Yau Cheong],40.59,306,4.8,14,0.76,0.24,0,0,0,Packt Publishing (December 24 2020),0.317333333333333
Modern Deep Learning Design and Application Development: Versatile Tools to Solve Deep Learning Problems,[Andre Ye],49.44,472,5,1,1,0,0,0,0,Apress,0.333333333333333
Deep Learning with Keras: Implementing deep learning models and neural networks with the power of Python,"[Antonio Gulli,Sujit Pal]",51.99,318,3.5,52,0.31,0.16,0.27,0.17,0.08,Packt Publishing (April 26 2017),0.228
Hands-On Genetic Algorithms with Python: Applying genetic algorithms to solve real-world deep learning and artificial intelligence problems,[Eyal Wirsansky],41.99,346,4.6,53,0.73,0.21,0.03,0.03,0,Packt Publishing (January 31 2020),0.309333333333333
Engineering Deep Learning Systems,"[Chi Wang,Donald Szeto]",59.99,325,,0,0,0,0,0,0,Manning (December 27 2022),0
Evolutionary Deep Learning: Genetic algorithms and neural networks,[Michael Lanham],59.99,350,,0,0,0,0,0,0,Manning (January 31 2023),0
Transformers for Natural Language Processing: Build innovative deep neural network architectures for NLP with Python PyTorch TensorFlow BERT RoBERTa and more,[Denis Rothman],40.59,384,4.2,95,0.59,0.19,0.1,0.05,0.07,Packt Publishing (January 29 2021),0.278666666666667
Introduction to Deep Learning for Healthcare,"[Cao Xiao,Jimeng Sun]",55.49,243,4.1,6,0.78,0.22,0,0,0,Springer,0.318666666666667
Deep Learning and Physics (Mathematical Physics Studies),,99.99,224,2,1,1,0,0,0,0,Springer,0.333333333333333
